Article_ID,Study_ID,Study_ID_Unique,Comparison_ID,Test_ID,Outcome_ID,Last_Name,Year,Title,Journal,DOI,Country_Of_Study,Citation,Species,Strain,Sex,Sex_Distribution,Age_At_Start_Days,Control_N,Intervention_N,Test_Name,Test_Name_Standardized,Cognitive_Domain,Variable_Name,Variable_Value,Variable_Unit,Direction,Variable_Range_Min,Variable_Range_Max,Control_Group_Mean,Control_Group_Variance_Value,Intervention_Group_Mean,Intervention_Group_Variance_Value,Variance_Source,Intervention_Duration_Days,Intervention_to_Test_Interval_Days,RLS_Differential,RLS_Score_Control,RLS_Score_Intervention,any_sensitivity_flag,Overall_Risk_Of_Bias,Multi_Arm_Study,Number_of_Arms,Shared_Control_Group,Shared_Experimental_Group,Morris_Method_Required,Data_Source,Data_Extraction_Method,Selected_For_Domain_Analysis,Control_Group_ID_Standardized,Intervention_Group_ID_Standardized,Control_Group_RLS_Categories,Intervention_Group_RLS_Categories,Canada_Post_2009,EU_UK_Post_2010,Control_Burrowing_Substrates,Control_Gnawing_Materials,Control_Environmental_Complexity,Control_Foraging_Opportunities,Control_Fresh_Plant_Matter,Control_Nesting_Material,Control_Shelters,Control_Additional_Space,Control_Sweet_High_Fat_Food,Control_Exercise_Wheels,Control_Wheel_Condition,Control_Social_Partners,Quantity_Control_Social_Partners,Intervention_Burrowing_Substrates,Intervention_Gnawing_Materials,Intervention_Environmental_Complexity,Intervention_Foraging_Opportunities,Intervention_Fresh_Plant_Matter,Intervention_Nesting_Material,Intervention_Shelters,Intervention_Additional_Space,Intervention_Sweet_High_Fat_Food,Intervention_Exercise_Wheels,Intervention_Social_Partners,Quantity_Intervention_Social_Partners,SYRCLE_01_Sequence_Generation,SYRCLE_02_Baseline_Characteristics,SYRCLE_03_Allocation_Concealment,SYRCLE_04_Random_Housing,SYRCLE_05_Blinding_Investigators,SYRCLE_06_Random_Outcome_Assessment,SYRCLE_07_Blinding_Outcome_Assessment,SYRCLE_08_Incomplete_Outcome_Data,SYRCLE_09_Selective_Outcome_Reporting,SYRCLE_10_Other_Sources_Bias,Total_Comparisons,Pre_Registration_Status,Open_Data,Variable_Transformation,Quantity_Control_Additional_Space_cm2,Quantity_Intervention_Additional_Space_cm2,Hedges_g_corrected,sampling_variance_corrected,Enriched_N,Enriched_Group_Mean,Enriched_Group_SD,Control_Group_SD,exclude_main_analysis,sensitivity_study,sensitivity_reason,sensitivity_age_violation,sensitivity_intervention_characteristics,sensitivity_statistical_issues,sensitivity_data_extraction,Arm_Number,Study_Arm_ID,Control_Group_ID_Standardized_FIXED,Intervention_Group_ID_Standardized_FIXED,VIF_multiarm,vi_adjusted_multiarm
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_3_1,3,1,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,90.0,12,12,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Quadrant time,Percent,higher better,0,100,37.6,13.86,38.0,9.01,Reported,28,0,5,0,5,0,Some Concerns,True,4,True,False,False,Figure 3D,Estimated from figure,,Control-1,Intervention-3,,Gnawing Materials; Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,True,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.033039337968019,0.166689408288612,,,,,False,,,0,0,0,0,3,Harburger2007b_1_C,Harburger2007b_Control-1,Harburger2007b_Intervention-3,1.66666666666667,0.27781568048102
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_4_1,4,1,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,450.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Platform crossings,crossings per 10s,higher better,0,,0.55,0.34,0.68,0.22,Reported,28,0,4,0,4,0,Some Concerns,True,4,True,False,False,Figure 3H,Estimated from figure,,Control-2,Intervention-4,,Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,False,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.44075698276721,0.146326191390322,,,,,False,,,0,0,0,0,4,Harburger2007b_1_D,Harburger2007b_Control-2,Harburger2007b_Intervention-4,1.66666666666667,0.243876985650537
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_5_1,5,1,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,450.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Platform crossings,crossings per 10s,higher better,0,,0.55,0.34,0.65,0.3,Reported,28,0,3,0,3,0,Some Concerns,True,4,True,False,False,Figure 3H,Estimated from figure,,Control-2,Intervention-5,,Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,False,False,False,False,False,False,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.302807214345536,0.144494503733209,,,,,False,,,0,0,0,0,5,Harburger2007b_1_E,Harburger2007b_Control-2,Harburger2007b_Intervention-5,1.66666666666667,0.240824172888682
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_6_1,6,1,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,450.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Platform crossings,crossings per 10s,higher better,0,,0.55,0.34,0.74,0.3,Reported,28,0,5,0,5,0,Some Concerns,True,4,True,False,False,Figure 3H,Estimated from figure,,Control-2,Intervention-6,,Gnawing Materials; Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,True,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.575333707256519,0.148768015619742,,,,,False,,,0,0,0,0,6,Harburger2007b_1_F,Harburger2007b_Control-2,Harburger2007b_Intervention-6,1.66666666666667,0.24794669269957
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_4_2,4,2,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,450.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Quadrant time,Percent,higher better,0,100,34.3,11.11,41.83,11.11,Reported,28,0,4,0,4,0,Some Concerns,True,4,True,False,False,Figure 3D,Estimated from figure,,Control-2,Intervention-4,,Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,False,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.658026967745318,0.150589276612145,,,,,False,,,0,0,0,0,4,Harburger2007b_1_D,Harburger2007b_Control-2,Harburger2007b_Intervention-4,1.66666666666667,0.250982127686908
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_5_2,5,2,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,450.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Quadrant time,Percent,higher better,0,100,34.3,11.11,44.21,8.91,Reported,28,0,3,0,3,0,Some Concerns,True,4,True,False,False,Figure 3D,Estimated from figure,,Control-2,Intervention-5,,Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,False,False,False,False,False,False,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.955423291280092,0.159157744027151,,,,,False,,,0,0,0,0,5,Harburger2007b_1_E,Harburger2007b_Control-2,Harburger2007b_Intervention-5,1.66666666666667,0.265262906711918
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_6_2,6,2,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,450.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Quadrant time,Percent,higher better,0,100,34.3,11.11,42.42,11.11,Reported,28,0,5,0,5,0,Some Concerns,True,4,True,False,False,Figure 3D,Estimated from figure,,Control-2,Intervention-6,,Gnawing Materials; Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,True,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.709585521658962,0.151848421652643,,,,,False,,,0,0,0,0,6,Harburger2007b_1_F,Harburger2007b_Control-2,Harburger2007b_Intervention-6,1.66666666666667,0.253080702754405
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_1_2,1,2,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,90.0,12,12,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Platform crossings,crossings per 10s,higher better,0,,0.61,0.28,0.84,0.35,Reported,28,0,4,0,4,0,Some Concerns,True,4,True,False,False,Figure 3H,Estimated from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,False,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.700668993026613,0.176894521620603,,,,,False,,,0,0,0,0,1,Harburger2007b_1_A,Harburger2007b_Control-1,Harburger2007b_Intervention-1,1.66666666666667,0.294824202701005
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_2_2,2,2,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,90.0,12,12,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Platform crossings,crossings per 10s,higher better,0,,0.61,0.28,0.93,0.31,Reported,28,0,3,0,3,0,Some Concerns,True,4,True,False,False,Figure 3H,Estimated from figure,,Control-1,Intervention-2,,Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,False,False,False,False,False,False,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,1.04598942531503,0.18946028912231,,,,,False,,,0,0,0,0,2,Harburger2007b_1_B,Harburger2007b_Control-1,Harburger2007b_Intervention-2,1.66666666666667,0.315767148537183
Harburger2007b,1,Harburger2007b_1,Harburger2007b_1_3_2,3,2,Harburger,2007,Single Enrichment Variables Differentially Reduce Age-Related Memory Decline in Female Mice,Behavioral Neuroscience,10.1037/0735-7044.121.4.679,United States,"Harburger, L. L., Nzerem, C. K., & Frick, K. M. (2007). Single enrichment variables differentially reduce age-related memory decline in female mice. Behavioral Neuroscience, 121(4), 679-688. https://doi.org/10.1037/0735-7044.121.4.679",Mouse,C57BL/6,Female,0,90.0,12,12,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (averaged across sessions),Platform crossings,crossings per 10s,higher better,0,,0.61,0.28,0.77,0.35,Reported,28,0,5,0,5,0,Some Concerns,True,4,True,False,False,Figure 3H,Estimated from figure,,Control-1,Intervention-3,,Gnawing Materials; Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,Absent,False,5,False,True,True,False,False,False,True,True,False,False,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,9,False,False,none,500.0,3036.0,0.487421908192426,0.171616252428874,,,,,False,,,0,0,0,0,3,Harburger2007b_1_C,Harburger2007b_Control-1,Harburger2007b_Intervention-3,1.66666666666667,0.286027087381457
Hullinger2015,1,Hullinger2015_1,Hullinger2015_1_1_1,1,1,Hullinger,2015,Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k,Neurobiology of Learning and Memory,10.1016/j.nlm.2015.08.006,United States,"Hullinger, R., O'Riordan, K., & Burger, C. (2015). Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k. Neurobiology of Learning and Memory, 125, 126-134. https://doi.org/10.1016/j.nlm.2015.08.006",Rat,F344,Male,100,60.0,4,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Distance traveled,Total distance (averaged across days),cm,lower better,0,,3758.81,2168.3,1874.1,949.87,Reported,30,0,2,0,2,1,Some Concerns,True,3,True,False,False,Figure 2A,Estimated from figure,,Control-1,Intervention-1,,Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,2,False,False,False,False,False,False,False,True,False,False,True,6,Unclear Risk,Low Risk,Unclear Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,5,False,False,none,1000.0,3716.0,1.11594952052485,0.478933833284649,,,,,False,TRUE,Extreme effect size (|g| > 2) - include in main but test in sensitivity,0,0,0,1,1,Hullinger2015_1_A,Hullinger2015_Control-1,Hullinger2015_Intervention-1,1.0,0.478933833284649
Hullinger2015,1,Hullinger2015_1,Hullinger2015_1_2_1,2,1,Hullinger,2015,Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k,Neurobiology of Learning and Memory,10.1016/j.nlm.2015.08.006,United States,"Hullinger, R., O'Riordan, K., & Burger, C. (2015). Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k. Neurobiology of Learning and Memory, 125, 126-134. https://doi.org/10.1016/j.nlm.2015.08.006",Rat,F344,Male,100,60.0,4,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Distance traveled,Total distance (averaged across days),cm,lower better,0,,3758.81,2168.3,1746.8,1030.72,Reported,30,0,5,0,5,1,Some Concerns,True,3,True,False,False,Figure 2A,Estimated from figure,,Control-1,Intervention-1,,Environmental Complexity; Nesting Material; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,2,False,False,True,False,False,True,True,True,False,False,True,6,Unclear Risk,Low Risk,Unclear Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,5,False,False,none,1000.0,3716.0,1.16650355776278,0.484703194180328,,,,,False,TRUE,Extreme effect size (|g| > 2) - include in main but test in sensitivity,0,0,0,1,1,Hullinger2015_1_A,Hullinger2015_Control-1,Hullinger2015_Intervention-1,1.0,0.484703194180328
Hullinger2015,1,Hullinger2015_1,Hullinger2015_1_3_1,3,1,Hullinger,2015,Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k,Neurobiology of Learning and Memory,10.1016/j.nlm.2015.08.006,United States,"Hullinger, R., O'Riordan, K., & Burger, C. (2015). Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k. Neurobiology of Learning and Memory, 125, 126-134. https://doi.org/10.1016/j.nlm.2015.08.006",Rat,F344,Male,100,60.0,4,6,Novel Object Recognition,Novel Object Recognition,Learning & Memory (Recognition),Novelty score,Novelty score,Novelty score,higher better,0,1,0.41,0.1,0.58,0.07,Reported,30,0,3,0,3,1,Some Concerns,True,3,True,False,False,Figure 2B,Estimated from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,2,False,False,True,False,False,False,False,True,False,False,True,6,Unclear Risk,Low Risk,Unclear Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,5,False,False,none,1000.0,3716.0,1.86033861690401,0.589709655143884,,,,,False,TRUE,Extreme effect size (|g| > 2) - include in main but test in sensitivity,0,0,0,1,1,Hullinger2015_1_A,Hullinger2015_Control-1,Hullinger2015_Intervention-1,1.0,0.589709655143884
Hullinger2015,1,Hullinger2015_1,Hullinger2015_1_4_1,4,1,Hullinger,2015,Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k,Neurobiology of Learning and Memory,10.1016/j.nlm.2015.08.006,United States,"Hullinger, R., O'Riordan, K., & Burger, C. (2015). Environmental enrichment improves learning and memory and long-term potentiation in young adult rats through a mechanism requiring mGluR5 signaling and sustained activation of p70s6k. Neurobiology of Learning and Memory, 125, 126-134. https://doi.org/10.1016/j.nlm.2015.08.006",Rat,F344,Male,100,60.0,4,6,Novel Object Recognition,Novel Object Recognition,Learning & Memory (Recognition),Novelty score,Novelty score,Novelty score,higher better,0,1,0.41,0.1,0.62,0.1,Reported,30,0,4,0,4,1,Some Concerns,True,3,True,False,False,Figure 2B,Estimated from figure,,Control-1,Intervention-1,,Nesting Material; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,2,False,False,False,False,False,True,True,True,False,False,True,6,Unclear Risk,Low Risk,Unclear Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,5,False,False,none,1000.0,3716.0,1.89677419354839,0.596554283732223,,,,,False,TRUE,Extreme effect size (|g| > 2) - include in main but test in sensitivity,0,0,0,1,1,Hullinger2015_1_A,Hullinger2015_Control-1,Hullinger2015_Intervention-1,1.0,0.596554283732223
